metric,count,total_time_sec,avg_time_sec,min_time_sec,max_time_sec,std_time_sec
answer_relevancy,198,6635.484121084213,33.51254606608188,0.002925872802734375,153.05928015708923,10.966954438305585
answer_accuracy,198,5008.281640291214,25.294351718642496,0.001993417739868164,146.109290599823,13.379013348026417
